mcyB	BDBG01000016.1	36.517	178	110	3	11	185	50941	50408	6.41e-27	117
mcyB	NZ_BDBG01000016.1	36.517	178	110	3	11	185	50941	50408	6.41e-27	117
mcyB	CVTC01001544.1	39.655	58	35	0	128	185	229	402	0.17	43.1
mcyB	BOMB01000007.1	37.705	61	37	1	127	186	123178	122996	0.26	43.1
mcyB	NZ_AUWT01000042.1	32.203	118	68	4	77	183	12781	13131	0.29	43.1
mcyB	LQPC01000054.1	32.203	118	68	4	77	183	67293	66943	0.29	43.1
mcyB	NZ_LQPC01000054.1	32.203	118	68	4	77	183	67293	66943	0.29	43.1
mcyB	BNBF01000009.1	27.368	95	68	1	93	186	151418	151702	0.40	42.7
mcyB	NZ_BNBF01000009.1	27.368	95	68	1	93	186	151418	151702	0.40	42.7
mcyB	BMST01000001.1	27.368	95	68	1	93	186	535851	536135	0.40	42.7
mcyB	NZ_BMST01000001.1	27.368	95	68	1	93	186	535851	536135	0.40	42.7
mcyB	MBEL01000020.1	39.655	58	35	0	128	185	60149	60322	0.43	42.7
mcyB	NZ_MBEL01000020.1	39.655	58	35	0	128	185	60149	60322	0.43	42.7
mcyB	LZKB01000113.1	39.655	58	35	0	128	185	29635	29462	0.43	42.7
mcyB	NZ_LZKB01000113.1	39.655	58	35	0	128	185	29635	29462	0.43	42.7
mcyB	LQPI01000039.1	39.655	58	35	0	128	185	52084	51911	0.43	42.7
mcyB	NZ_LQPI01000039.1	39.655	58	35	0	128	185	52084	51911	0.43	42.7
mcyB	VUJZ01000013.1	37.931	58	36	0	128	185	20635	20808	0.65	42.0
mcyB	NZ_VUJZ01000013.1	37.931	58	36	0	128	185	20635	20808	0.65	42.0
mcyB	NZ_JACBXA010000046.1	34.921	63	37	1	129	187	29722	29910	0.67	42.0
mcyB	NC_007333.1	33.696	92	55	3	82	172	1335089	1334829	0.73	42.0
mcyB	CP063232.1	33.696	92	55	3	82	172	2272401	2272141	0.73	42.0
mcyB	NZ_CP063232.1	33.696	92	55	3	82	172	2272401	2272141	0.73	42.0
mcyB	SRID01000266.1	31.731	104	64	3	84	187	3038	3328	0.82	41.6
mcyB	NZ_SRID01000266.1	31.731	104	64	3	84	187	3038	3328	0.82	41.6
mcyB	BMSS01000003.1	33.663	101	60	3	84	184	185381	185662	0.91	41.6
mcyB	NZ_BMSS01000003.1	33.663	101	60	3	84	184	185381	185662	0.91	41.6
mcyB	BLIP01000001.1	33.663	101	60	3	84	184	3807378	3807659	0.91	41.6
mcyB	NZ_BLIP01000001.1	33.663	101	60	3	84	184	3807378	3807659	0.91	41.6
mcyB	JUJA01000166.1	28.889	90	63	1	99	187	59779	59510	0.98	41.6
mcyB	NZ_JUJA01000166.1	28.889	90	63	1	99	187	59779	59510	0.98	41.6
mcyB	ONLN01000274.1	33.696	92	55	3	82	172	4040	4300	1.1	41.2
mcyB	NZ_ONLN01000274.1	33.696	92	55	3	82	172	4040	4300	1.1	41.2
mcyB	QGVG01000128.1	33.696	92	55	3	82	172	4886	5146	1.1	41.2
mcyB	SNYN01000018.1	35.849	106	59	5	84	187	27079	26783	1.1	41.2
mcyB	NZ_SNYN01000018.1	35.849	106	59	5	84	187	27079	26783	1.1	41.2
mcyB	NZ_AOSG01000028.1	33.696	92	55	3	82	172	8837	8577	1.1	41.2
mcyB	JEMR01000033.1	33.696	92	55	3	82	172	28193	28453	1.1	41.2
mcyB	NZ_JEMR01000033.1	33.696	92	55	3	82	172	28193	28453	1.1	41.2
mcyB	BCWB01000012.1	33.696	92	55	3	82	172	1174	1434	1.1	41.2
mcyB	NZ_BCWB01000012.1	33.696	92	55	3	82	172	1174	1434	1.1	41.2
mcyB	LQOT01000011.1	37.500	56	35	0	128	183	32069	31902	1.2	41.2
mcyB	NZ_LQOT01000011.1	37.500	56	35	0	128	183	32069	31902	1.2	41.2
mcyB	WOTN01000003.1	29.825	114	73	3	73	186	380517	380197	1.2	41.2
mcyB	BAGN01000402.1	42.000	50	28	1	125	173	15161	15310	1.3	41.2
mcyB	NZ_BAGN01000402.1	42.000	50	28	1	125	173	15161	15310	1.3	41.2
mcyB	JOBE01000043.1	34.783	69	45	0	116	184	46020	45814	1.4	41.2
mcyB	VIWX01000001.1	44.681	47	25	1	127	172	1066177	1066037	1.4	40.8
mcyB	NZ_VIWX01000001.1	44.681	47	25	1	127	172	1066177	1066037	1.4	40.8
mcyB	CP029617.1	30.693	101	64	2	84	184	81806	81522	1.4	40.8
mcyB	OIFR01000015.1	40.816	49	28	1	125	172	756941	757087	1.5	40.8
mcyB	LT985361.1	40.816	49	28	1	125	172	5583631	5583777	1.5	40.8
mcyB	NZ_LT985361.1	40.816	49	28	1	125	172	5583631	5583777	1.5	40.8
mcyB	ASQP01000352.1	28.000	125	86	2	61	184	3949	4314	1.5	40.8
mcyB	NZ_ASQP01000352.1	28.000	125	86	2	61	184	3949	4314	1.5	40.8
mcyB	NZ_QZEY01000007.1	31.683	101	66	2	75	174	92638	92342	1.5	40.8
mcyB	QZEY01000007.1	31.683	101	66	2	75	174	92638	92342	1.5	40.8
mcyB	MAXF01000180.1	28.000	125	86	2	61	184	49654	49289	1.6	40.8
mcyB	NZ_MAXF01000180.1	28.000	125	86	2	61	184	49654	49289	1.6	40.8
mcyB	LMWG01002337.1	36.207	58	36	1	127	184	9345	9175	1.6	40.8
mcyB	RBXO01000001.1	32.222	90	58	1	83	172	3854935	3855195	1.7	40.8
mcyB	NZ_RBXO01000001.1	32.222	90	58	1	83	172	3854935	3855195	1.7	40.8
mcyB	NZ_AOPZ01000109.1	30.693	101	63	2	84	184	146387	146668	1.7	40.8
mcyB	FNHE01000002.1	37.931	58	35	1	127	184	317187	317017	1.8	40.8
mcyB	NZ_FNHE01000002.1	37.931	58	35	1	127	184	317187	317017	1.8	40.8
mcyB	JRMK01000164.1	37.500	56	35	0	128	183	772	939	1.9	40.4
mcyB	JROO01000009.1	32.787	61	40	1	127	187	11421	11242	2.0	40.4
mcyB	NZ_JROO01000009.1	32.787	61	40	1	127	187	11421	11242	2.0	40.4
mcyB	FUWS01000008.1	31.461	89	58	2	99	186	219266	219006	2.1	40.4
mcyB	NZ_FUWS01000008.1	31.461	89	58	2	99	186	219266	219006	2.1	40.4
mcyB	WHPN01000274.1	34.444	90	53	3	84	172	4152	4406	2.3	40.4
mcyB	NZ_WHPN01000274.1	34.444	90	53	3	84	172	4152	4406	2.3	40.4
mcyB	PDIX01000404.1	34.444	90	53	3	84	172	17744	17490	2.3	40.4
mcyB	NZ_PDIX01000404.1	34.444	90	53	3	84	172	17744	17490	2.3	40.4
mcyB	KB891808.1	41.509	53	30	1	127	178	172943	173101	2.3	40.4
mcyB	NZ_KB891808.1	41.509	53	30	1	127	178	172943	173101	2.3	40.4
mcyB	NZ_WWGC01000006.1	41.509	53	30	1	127	178	172943	173101	2.3	40.4
mcyB	LMWY01000064.1	33.684	95	60	2	79	172	96691	96413	2.3	40.4
mcyB	KQ948947.1	33.684	95	60	2	79	172	96691	96413	2.3	40.4
mcyB	NZ_KQ948947.1	33.684	95	60	2	79	172	96691	96413	2.3	40.4
mcyB	FMZZ01000013.1	43.750	48	27	0	125	172	130716	130859	2.4	40.4
mcyB	NZ_FMZZ01000013.1	43.750	48	27	0	125	172	130716	130859	2.4	40.4
mcyB	LGEA01000025.1	34.426	61	36	1	129	185	52000	52182	2.5	40.4
mcyB	NZ_LGEA01000025.1	34.426	61	36	1	129	185	52000	52182	2.5	40.4
mcyB	SOAT01000015.1	34.426	61	36	1	129	185	29648	29466	2.5	40.4
mcyB	NZ_SOAT01000015.1	34.426	61	36	1	129	185	29648	29466	2.5	40.4
mcyB	SRID01000142.1	35.000	60	38	1	127	186	9833	10009	2.6	40.0
mcyB	NZ_SRID01000142.1	35.000	60	38	1	127	186	9833	10009	2.6	40.0
mcyB	JOJB01000036.1	34.426	61	36	1	129	185	13473	13291	2.7	40.0
mcyB	NZ_JOJB01000036.1	34.426	61	36	1	129	185	13473	13291	2.7	40.0
mcyB	CP029607.1	33.898	59	39	0	126	184	4008227	4008403	2.9	40.0
mcyB	JOCI01001506.1	38.596	57	34	1	128	184	449	282	2.9	39.7
mcyB	NC_013093.1	33.898	59	39	0	126	184	3906964	3907140	3.1	40.0
mcyB	QFNH01000291.1	37.500	56	35	0	128	183	3045	2878	3.2	40.0
mcyB	VJWX01000241.1	27.619	105	71	1	88	187	4428	4114	3.3	40.0
mcyB	NZ_VJWX01000241.1	27.619	105	71	1	88	187	4428	4114	3.3	40.0
mcyB	FNDJ01000037.1	26.316	114	81	1	75	188	22300	21968	3.3	40.0
mcyB	NZ_FNDJ01000037.1	26.316	114	81	1	75	188	22300	21968	3.3	40.0
mcyB	VHQN01000030.1	32.673	101	61	3	84	184	15611	15892	3.4	40.0
mcyB	NZ_VHQN01000030.1	32.673	101	61	3	84	184	15611	15892	3.4	40.0
mcyB	JNYI01003049.1	29.293	99	67	1	75	173	2308	2021	3.4	39.7
mcyB	LGEM01000006.1	34.375	96	55	4	80	172	1821	1549	3.4	40.0
mcyB	NZ_AQWO01000008.1	32.673	101	61	3	84	184	252774	252493	3.4	40.0
mcyB	NZ_WWGG01000053.1	32.673	101	61	3	84	184	252774	252493	3.4	40.0
mcyB	KQ950183.1	34.375	96	55	4	80	172	153347	153075	3.4	40.0
mcyB	NZ_KQ950183.1	34.375	96	55	4	80	172	153347	153075	3.4	40.0
mcyB	JOJF01000002.1	40.816	49	28	1	125	172	83666	83520	3.4	40.0
mcyB	NZ_JOJF01000002.1	40.816	49	28	1	125	172	83666	83520	3.4	40.0
mcyB	NZ_JADLSE010000001.1	40.816	49	28	1	125	172	1200072	1199926	3.4	40.0
mcyB	BCQU01000069.1	37.705	61	34	1	129	185	2135	1953	3.4	40.0
mcyB	NZ_BCQU01000069.1	37.705	61	34	1	129	185	2135	1953	3.4	40.0
mcyB	OOHJ01000010.1	32.759	58	38	1	127	183	11621	11448	3.4	40.0
mcyB	NZ_OOHJ01000010.1	32.759	58	38	1	127	183	11621	11448	3.4	40.0
mcyB	PVNI01000006.1	37.705	61	34	1	129	185	193118	193300	3.4	40.0
mcyB	CP017717.1	32.759	58	38	1	127	183	3517198	3517371	3.4	40.0
mcyB	NZ_CP017717.1	32.759	58	38	1	127	183	3517198	3517371	3.4	40.0
mcyB	LZSP01000106.1	40.816	49	28	1	125	172	26405	26259	3.6	39.7
mcyB	NZ_LZSP01000106.1	40.816	49	28	1	125	172	26405	26259	3.6	39.7
mcyB	LZML01000124.1	40.816	49	28	1	125	172	47083	47229	3.6	39.7
mcyB	NZ_LZML01000124.1	40.816	49	28	1	125	172	47083	47229	3.6	39.7
mcyB	LZIG01000271.1	40.816	49	28	1	125	172	108235	108089	3.6	39.7
mcyB	NZ_LZIG01000271.1	40.816	49	28	1	125	172	108235	108089	3.6	39.7
mcyB	QFPC01000244.1	42.553	47	26	1	127	172	5018	5158	3.6	39.7
